401,4,8272,0126,9
402,4,532,11050,5
403,4,86110,026,7
404,4,8228,0475,5
405,4,324,07399,6
406,4,641,12960,6
407,4,324,07407,0
408,4,7667,8304,2
409,4,587,21146,X
410,4,8207,4231,0
411,4,324,07599,9
412,4,324,07345,7
413,4,324,07022,9
414,4,385,32218,X
415,4,502,91740,0
416,4,89782,810,4
417,4,7882,0647,1
418,4,7547,1133,5
419,4,7547,1056,8
420,4,324,07323,6
421,4,502,92060,6
422,4,419,04457,8
423,4,7882,0623,4
424,4,502,92640,X
425,4,433,24424,4
426,4,419,04383,0
427,4,324,07498,4
428,4,502,24900,9
429,4,7503,1966,X
430,4,433,25633,1
431,4,8132,0683,2
432,4,502,24240,3
433,4,7882,0731,1
434,4,324,07548,4
435,4,641,12970,3
436,4,641,12955,X
437,4,8178,1278,8
438,4,419,04526,4
439,4,324,07381,3
440,4,384,03328,1
441,4,384,03329,X
442,4,384,03327,3
443,4,384,03326,5
444,4,7503,1952,X
445,4,88037,428,8
446,4,88037,420,2
447,4,324,07387,2
448,4,502,58780,X
449,4,385,32029,2
450,4,8178,3515,X
451,4,385,32220,1
452,4,502,92580,2
453,4,7503,2017,X
454,4,7857,1155,8
455,4,7882,0658,7
456,4,433,21764,6
457,4,385,32159,0
458,4,419,04459,4
459,4,88177,205,8
460,4,7882,0743,5
461,4,7882,0640,4
462,4,7931,1323,0
463,4,322,10537,8
464,4,385,32171,X
465,4,7882,0747,8
466,4,89782,818,X
467,4,433,20113,8
468,4,502,92340,0
469,4,7882,0708,7
470,4,7882,0639,0
471,4,7882,0738,9
472,4,324,07388,0
473,4,502,92210,2
474,4,532,11049,1
475,4,322,10596,3
476,4,8028,9081,8
477,4,8100,4425,4
478,4,8100,4423,8
479,4,8100,4424,6
480,4,902689,02,2
481,4,89100,387,1
482,4,502,59190,4
483,4,89100,396,0
484,4,89100,395,2
485,4,265,80141,2
486,4,902254,03,4
487,4,902254,06,9
488,4,502,24270,5
489,4,502,24820,7
490,4,8207,4269,8
491,4,8124,1454,7
492,4,303,73392,X
493,4,489,00694,2
494,4,433,22254,2
495,4,7877,0411,7
496,4,7974,9168,X
497,4,324,07521,2
498,4,88346,799,6
499,4,89622,159,1
500,4,7753,0344,9
501,4,87196,028,5
502,4,88399,349,3
503,4,535,55433,1
504,4,594,04790,4
505,4,532,35126,X
506,4,7857,1136,1
507,4,89797,599,9
508,4,274,94691,6
509,4,8355,6711,0
510,4,7966,4512,8
511,4,88214,521,9
512,4,902258,06,4
513,4,902423,02,2
514,4,88373,196,0
515,4,270,00014,7
516,4,88648,735,1
517,4,620,90638,7
518,4,594,04818,8
519,4,86014,019,2
520,4,901053,24,8
521,4,8265,0390,3
522,4,434,04703,5
523,4,534,03698,1
524,4,479,79104,3
525,4,434,04774,4
526,4,88346,617,5
527,4,264,02203,7
528,4,16,358060,3
529,4,7572,1099,X
530,4,426,20916,1
531,4,06,256840,3
532,4,8061,1979,2
533,4,569,66212,9
534,4,86063,064,5
535,4,901380,23,0
536,4,7907,1100,5
537,4,88023,835,X
538,4,88323,141,0
539,4,8461,0403,6
540,4,8461,0417,6
541,4,915587,23,1
542,4,7503,2028,5
543,4,634,54500,4
544,4,88323,139,9
545,4,7845,1429,5
546,4,569,63670,5
547,4,7907,1063,7
548,4,907796,15,3
549,4,7503,2021,8
550,4,88202,872,7
551,4,654,02078,0
552,4,906637,10,8
553,4,7974,4391,X
554,4,09,366702,0
555,4,7972,9107,9
556,4,8132,1367,7
557,4,8125,2554,3
558,4,7547,1149,1
559,4,384,03491,1
560,4,535,58411,7
561,4,324,07499,2
562,4,7631,9565,4
563,4,7974,9252,X
564,4,419,04372,5
565,4,419,04500,0
566,4,901644,49,1
567,4,8122,0417,8
568,4,931493,52,1
569,4,7503,1890,6
570,4,7974,4278,6
571,4,901510,27,4
572,4,87751,220,9
573,4,87022,470,4
574,4,9901691,3,1
575,4,478,21054,3
576,4,426,24205,3
577,4,426,24111,1
578,4,13,036121,X
579,4,7823,0410,2
580,4,8188,1589,6
581,4,8188,1590,X
582,4,7823,0405,6
583,4,589,02707,0
584,4,7967,0258,X
585,4,532,63545,4
586,4,06,272255,0
587,4,594,04806,4
588,4,8284,1108,9
589,4,478,77020,4
590,4,8046,1206,8
591,4,8061,2157,6
592,4,8061,2080,4
593,4,10,107521,2
594,4,88320,287,9
595,4,02,227704,1
596,4,02,227705,X
597,4,06,272267,4
598,4,06,272285,2
599,4,87795,053,2
600,4,532,35099,9
601,4,472,40313,7
602,4,931490,97,2
603,4,8061,2128,2
604,4,7972,2281,6
605,4,7664,1068,8
606,4,326,50260,6
607,4,623,04158,1
608,4,7944,3066,3
609,4,7503,2015,3
610,4,916043,74,X
611,4,623,03974,9
612,4,89629,120,4
613,4,496,03794,7
614,4,250,93024,6
615,4,944173,24,5
616,4,623,04067,4
617,4,88713,554,8
618,4,625,43321,5
619,4,657,03924,5
620,4,06,159641,1
621,4,265,02613,3
622,4,258,05105,5
623,4,595,23702,2
624,4,540,03337,9
625,4,7592,6330,6
626,4,906555,24,1
627,4,12,101763,3
628,4,12,150156,X
629,4,89691,791,X
630,4,8107,0631,1
631,4,87440,814,1
632,4,408,39552,8
633,4,88346,481,4
634,4,484,04201,0
635,4,641,12959,2
636,4,89802,058,5
637,4,7923,9128,8
638,4,7974,4162,3
639,4,906108,49,0
640,4,87663,725,3
641,4,8107,0630,3
642,4,916136,38,1
643,4,319,00223,7
644,4,89991,075,4
645,4,88713,531,9
646,4,7974,5320,6
647,4,322,10678,1
648,4,322,10631,5
649,4,316,80066,3
650,4,89464,070,8
651,4,7609,4605,5
652,4,434,04230,0
653,4,86186,160,8
654,4,902244,25,X
655,4,89659,418,5
656,4,905713,20,X
657,4,593,57705,5
658,4,561,51054,0
659,4,491,02016,7
660,4,326,30153,8
661,4,7902,3136,4
662,4,569,63647,0
663,4,537,25249,9
664,4,8379,7437,6
665,4,569,64016,8
666,4,569,63667,5
667,4,7593,0808,3
668,4,18,731833,X
669,4,06,259355,6
670,4,8058,4548,1
671,4,641,13351,4
672,4,433,24564,X
673,4,8100,4432,7
674,4,8100,4428,9
675,4,8100,4429,7
676,4,8100,4430,0
677,4,8100,4431,9
678,4,7547,1082,7
679,4,641,12217,2
680,4,8205,9603,9
681,4,88713,586,6
682,4,532,35081,6
683,4,89514,235,3
684,4,502,65150,8
685,4,469,26555,1
686,4,8420,5549,9
687,4,8059,0932,3
688,4,332,60070,3
689,4,901892,17,7
690,4,589,02723,2
691,4,332,60071,1
692,4,332,60076,2
693,4,915675,77,7
694,4,915675,80,7
695,4,88164,080,1
696,4,7930,0289,7
697,4,00,006896,2
698,4,88683,515,5
699,4,641,13369,7
700,4,8315,1080,7
701,4,7972,9097,8
702,4,623,03937,4
703,4,89984,050,0
704,4,641,16229,8
705,4,532,35073,5
706,4,426,12112,4
707,4,906449,58,1
708,4,385,32234,1
709,4,385,32230,9
710,4,331,51044,1
711,4,8429,1335,5
712,4,00,009728,8
713,4,275,00357,8
714,4,539,71923,8
715,4,641,13406,5
716,4,385,32246,5
717,4,8299,0189,6
718,4,8299,0190,X
719,4,8299,0191,8
720,4,8299,0192,6
721,4,8355,7102,9
722,4,502,59220,X
723,4,7942,1320,4
724,4,18,806224,X
725,4,8130,1096,2
726,4,577,02836,0
727,4,569,63792,2
728,4,05,202308,0
729,4,7547,1162,9
730,4,569,63905,4
731,4,539,71906,8
732,4,87699,796,9
733,4,88466,398,5
734,4,09,389681,X
735,4,925041,74,6
736,4,8470,1580,0
737,4,88520,080,6
738,4,89471,668,2
739,4,87298,676,8
740,4,413,03474,0
741,4,480,06174,6
742,4,88848,915,7
743,4,88399,359,0
744,4,434,04786,8
745,4,86063,043,2
746,4,87672,159,9
747,4,522,42221,0
748,4,7765,0209,7
749,4,901191,80,2
750,4,946498,70,2
751,4,06,212357,6
752,4,87798,185,3
753,4,526,05298,1
754,4,88346,782,1
755,4,7974,4233,6
756,4,939051,26,9
757,4,408,10619,4
758,4,07,242915,5
759,4,19,892061,3
760,4,8355,7809,0
761,4,8272,0066,1
762,4,562,03739,3
763,4,8061,1989,X
764,4,7547,1152,1
765,4,620,31703,9
766,4,8284,1135,6
767,4,569,66042,8
768,4,901318,24,1
769,4,313,54038,5
770,4,12,204332,8
771,4,902244,22,5
772,4,7942,1299,2
773,4,7765,0370,0
774,4,408,10596,1
775,4,7759,7031,3
776,4,7838,0539,3
777,4,87290,179,7
778,4,7966,4346,X
779,4,8355,8043,5
780,4,422,11319,4
781,4,8314,0078,5
782,4,495,56511,7
783,4,7907,1095,5
784,4,8379,6255,6
785,4,334,97455,4
786,4,06,212414,9
787,4,434,04855,4
788,4,560,04969,6
789,4,7966,4309,5
790,4,8061,1902,4
791,4,921146,95,0
792,4,7981,0583,X
793,4,8188,1572,1
794,4,7503,1971,6
795,4,906456,54,5
796,4,8122,0421,6
797,4,434,05210,1
798,4,337,09901,8
799,4,7664,1078,5
800,4,7571,4057,6
801,4,88718,768,8
802,4,7667,8314,X
803,4,540,04087,1
804,4,623,04160,3
805,4,624,11192,3
806,4,7972,3152,1
807,4,89630,158,7
808,4,89630,162,5
809,4,89630,158,7
810,4,7917,6127,8
811,4,87791,137,5
812,4,00,026970,4
813,4,577,81164,2
814,4,7601,2491,8
815,4,87294,321,X
816,4,86124,028,X
817,4,7710,1489,2
818,4,8460,0502,X
819,4,8355,7472,9
820,4,344,00671,2
821,4,8355,8455,4
822,4,540,04085,5
823,4,431,71097,3
824,4,334,03234,6
825,4,06,272299,2
826,4,569,63410,9
827,4,901579,67,3
828,4,623,03996,X
829,4,431,70999,1
830,4,06,149774,X
831,4,00,430898,4
832,4,08,781296,0
833,4,523,26441,4
834,4,00,430912,3
835,4,7505,0310,X
836,4,569,63244,0
837,4,8309,4478,1
838,4,623,04071,2
839,4,7972,1771,5
840,4,324,07433,X
841,4,641,04795,2
842,4,06,272292,5
843,4,426,22100,5
844,4,8170,8088,4
845,4,335,30109,X
846,4,7503,1967,8
847,4,7737,0873,5
848,4,495,37331,5
849,4,431,71011,6
850,4,86098,030,1
851,4,86098,011,5
852,4,86098,005,0
853,4,06,149725,1
854,4,12,101767,6
855,4,384,03303,6
856,4,7752,0018,6
857,4,87559,188,8
858,4,87893,700,9
859,4,16,366330,4
860,4,396,61209,5
861,4,385,31363,6
862,4,7503,2032,3
863,4,535,58428,1
864,4,585,07116,4
865,4,502,24140,7
866,4,492,60146,5
867,4,8115,6971,7
868,4,8429,1340,1
869,4,87698,633,9
870,4,00,028037,6
871,4,502,64333,5
872,4,902244,17,9
873,4,8165,0325,0
874,4,88202,902,2
875,4,7619,1053,4
876,4,582,44710,4
877,4,400,42767,6
878,4,12,101732,3
879,4,384,03513,6
880,4,7503,1857,4
881,4,474,01815,X
882,4,89384,932,8
883,4,532,16489,3
884,4,7966,3837,7
885,4,569,63469,9
886,4,502,92630,2
887,4,590,01162,X
888,4,12,150126,8
889,4,384,03583,7
890,4,906430,98,8
891,4,623,03973,0
892,4,7942,1287,9
893,4,492,22254,5
894,4,87892,295,8
895,4,87354,407,6
896,4,88346,627,2
897,4,584,30811,X
898,4,947745,32,0
899,4,905564,77,8
900,4,575,29667,8
901,4,569,63915,1
902,4,89242,757,8
903,4,8058,4539,2
904,4,902301,03,2
905,4,89036,201,0
906,4,275,00299,7
907,4,12,003491,7
908,4,7771,0085,5
909,4,333,02076,X
910,4,87560,053,4
911,4,87539,070,X
912,4,8355,6960,1
913,4,06,212476,9
914,4,484,04113,8
915,4,88602,632,X
916,4,7942,1356,5
917,4,86167,015,2
918,4,931314,60,0
919,4,434,04610,1
920,4,87699,808,6
921,4,8379,5652,1
922,4,7520,0274,4
923,4,18,152616,X
924,4,624,30100,5
925,4,588,00799,8
926,4,622,07105,3
927,4,622,07106,1
928,4,622,07107,X
929,4,89982,069,0
930,4,16,365620,0
931,4,7902,3137,2
932,4,575,29754,2
933,4,415,02743,1
934,4,89628,201,9
935,4,87302,288,6
936,4,00,430897,6
937,4,88037,416,4
938,4,584,18837,8
939,4,902796,03,1
940,4,902796,02,3
941,4,930991,53,6
942,4,478,04038,9
943,4,8059,0929,3
944,4,8059,0930,7
945,4,8059,0919,6
946,4,89782,845,7
947,4,8059,0924,2
948,4,00,022023,3
949,4,7724,0813,4
950,4,641,07679,0
951,4,87559,186,1
952,4,8207,4192,6
953,4,641,16194,1
954,4,502,58760,5
955,4,87024,382,2
956,4,577,02889,1
957,4,12,101760,9
958,4,496,03734,3
959,4,89295,466,7
960,4,569,63482,6
961,4,901199,34,X
962,4,87751,257,8
963,4,584,39204,8
964,4,06,211725,8
965,4,8061,1988,1
966,4,7753,0251,5
967,4,620,31714,4
968,4,492,53181,5
969,4,478,68024,8
970,4,00,022144,2
971,4,7966,4392,3
972,4,7619,1029,1
973,4,88202,905,7
974,4,86103,016,1
975,4,18,686000,9
976,4,18,685903,5
977,4,18,685705,9
978,4,18,685809,8
979,4,478,37482,1
980,4,478,36079,0
981,4,7608,2161,9
982,4,00,430890,9
983,4,542,30629,1
984,4,542,30614,3
985,4,902232,07,3
986,4,8355,7495,8
987,4,8355,7495,8
988,4,7974,5191,2
989,4,569,63486,9
990,4,87662,360,0
991,4,272,41158,6
992,4,8171,0108,3
993,4,88399,385,X
994,4,7897,2261,9
995,4,569,66200,5
996,4,900840,43,2
997,4,7620,1297,1
998,4,478,03342,0
999,4,535,51413,5
1000,4,88848,859,2
1001,4,7610,0789,3
1002,4,7505,0405,X
1003,4,569,63547,4
1004,4,7620,1368,4
1005,4,8188,1573,X
1006,4,7880,0156,X
1007,4,8115,6771,4
1008,4,87540,057,8
1009,4,88303,140,3
1010,4,16,712313,4
1011,4,569,63992,5
1012,4,00,700121,9
1013,4,7907,1072,6
1014,4,8355,7395,1
1015,4,8355,8148,2
1016,4,00,430931,X
1017,4,406,03097,2
1018,4,89434,411,4
1019,4,324,07571,9
1020,4,324,07503,4
1021,4,88259,109,X
1022,4,906640,78,8
1023,4,344,00674,7
1024,4,89347,082,5
1025,4,86121,008,9
1026,4,642,06271,8
1027,4,88049,143,8
1028,4,7907,1076,9
1029,4,7569,0830,6
1030,4,8047,1660,2
1031,4,623,03921,8
1032,4,89982,056,9
1033,4,591,08025,0
1034,4,7902,3138,0
1035,4,502,65080,3
1036,4,8309,4476,5
1037,4,654,06528,8
1038,4,569,63964,X
1039,4,569,63205,X
1040,4,87100,302,7
1041,4,426,24608,3
1042,4,417,01371,3
1043,4,265,05247,9
1044,4,87058,256,2
1045,4,8037,2392,3
1046,4,8090,1092,9
1047,4,89346,846,4
1048,4,921164,29,0
1049,4,8407,3329,5
1050,4,10,414605,6
1051,4,931490,81,6
1052,4,7952,4580,0
1053,4,582,85209,2
1054,4,7628,2362,7
1055,4,7974,5442,3
1056,4,591,08024,2
1057,4,88346,778,3
1058,4,344,40542,0
1059,4,18,967111,8
1060,4,06,256905,1
1061,4,7949,6596,6
1062,4,89008,360,X
1063,4,8113,7817,2
1064,4,00,022138,8
1065,4,87798,189,6
1066,4,13,034183,9
1067,4,7503,1934,1
1068,4,490,10658,0
1069,4,634,64930,6
1070,4,16,660375,2
1071,4,260,33358,5
1072,4,8272,0116,1
1073,4,8107,0633,8
1074,4,8188,1709,0
1075,4,334,03232,X
1076,4,88086,167,7
1077,4,12,204369,7
1078,4,901380,29,X
1079,4,8284,1160,7
1080,4,539,71897,5
1081,4,569,63904,6
1082,4,05,402447,5
1083,4,901622,10,2
1084,4,324,07342,2
1085,4,569,66175,0
1086,4,18,517815,8
1087,4,87168,376,1
1088,4,576,04017,0
1089,4,7612,6191,9
1090,4,7916,1291,4
1091,4,7916,1229,9
1092,4,7916,1267,1
1093,4,7916,1222,1
1094,4,8208,0181,3
1095,4,7857,1144,2
1096,4,7668,0687,5
1097,4,7857,1133,7
1098,4,07,240626,0
1099,4,87699,800,0
1100,4,901720,11,2
1101,4,534,03749,X
1102,4,7667,8311,5
1103,4,7617,0619,8
1104,4,902752,03,4
1105,4,8301,0882,7
1106,4,87122,133,4
1107,4,641,12227,X
1108,4,343,00299,3
1109,4,87498,328,6
1110,4,87177,232,2
1111,4,17,183671,9
1112,4,17,490790,0
1113,4,478,17054,1
1114,4,88346,482,2
1115,4,406,03085,9
1116,4,10,390909,9
1117,4,7547,1144,0
1118,4,7733,7175,7
1119,4,10,131221,4
1120,4,535,51425,9
1121,4,8163,3599,4
1122,4,7897,2350,X
1123,4,421,00697,1
1124,4,87932,038,2
1125,4,391,61929,6
1126,4,938965,59,3
1127,4,901978,20,9
1128,4,06,272257,7
1129,4,09,418561,5
1130,4,7882,0618,8
1131,4,416,70400,3
1132,4,900901,36,9
1133,4,8205,8894,X
1134,4,336,04635,2
1135,4,09,405871,0
1136,4,901793,11,X
1137,4,09,104476,X
1138,4,7684,7823,9
1139,4,88720,460,4
1140,4,7619,1027,5
1141,4,272,36049,3
1142,4,89982,065,8
1143,4,7942,1357,3
1144,4,12,003576,X
1145,4,561,16152,X
1146,4,905952,89,1
1147,4,7571,2126,1
1148,4,7972,3131,9
1149,4,8222,4406,7
1150,4,495,37291,2
1151,4,06,212621,4
1152,4,8355,6961,X
1153,4,89491,070,5
1154,4,05,402489,0
1155,4,7515,2314,7
1156,4,88730,577,X
1157,4,502,58740,0
1158,4,7945,0900,6
1159,4,7608,2136,8
1160,4,88730,560,5
1161,4,88359,107,7
1162,4,8355,7348,X
1163,4,87378,817,X
1164,4,7617,0622,8
1165,4,8355,7378,1
1166,4,532,31195,0
1167,4,426,12109,4
1168,4,534,03695,7
1169,4,408,62697,X
1170,4,902426,05,6
1171,4,408,62711,9
1172,4,408,62694,5
1173,4,408,62682,1
1174,4,408,62672,4
1175,4,408,62658,9
1176,4,408,62675,9
1177,4,331,65359,5
1178,4,331,65367,6
1179,4,901380,30,3
1180,4,88320,304,2
1181,4,491,02017,5
1182,4,8355,7336,6
1183,4,8201,1780,7
1184,4,405,10094,2
1185,4,589,02761,5
1186,4,87699,813,2
1187,4,522,42268,7
1188,4,87074,135,0
1189,4,9902204,0,4
1190,4,7974,4835,0
1191,4,309,24314,2
1192,4,7974,3770,7
1193,4,7569,0748,2
1194,4,89407,361,7
1195,4,87332,208,1
1196,4,7601,2583,3
1197,4,562,03766,0
1198,4,8096,7475,4
1199,4,331,51043,3
1200,4,14,189111,8
1201,4,589,02760,7
1202,4,89628,203,5
1203,4,16,768101,3
1204,4,7569,0799,7
1205,4,334,96171,1
1206,4,87014,034,9
1207,4,7967,0256,3
1208,4,7942,1273,9
1209,4,7503,1981,3
1210,4,338,19603,3
1211,4,8203,9891,1
1212,4,87074,134,2
1213,4,8265,0404,7
1214,4,532,19257,9
1215,4,532,19264,1
1216,4,415,07059,0
1217,4,8379,2132,9
1218,4,7631,8190,4
1219,4,925041,72,X
